index,address,cost_text,Bed,Bath,Park,property_type,desc_head,LocID,longitude,latitude,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Median_tot_hhd_inc_weekly,total_population,SA2_NAME21,duration_mins,Offence Count,SA2_CODE_2021
https://www.domain.com.au/389a-heidelberg-warrandyte-road-warrandyte-vic-3113-16032248,389A Heidelberg-Warrandyte Road Warrandyte VIC 3113,670.0,3,2,2,House,nativ retreat,211021262,145.2040651,-37.7448691,930.0,481.0,3051.0,2779.0,8781.0,Warrandyte - Wonga Park,>50.0,859.0,211021262.0
https://www.domain.com.au/9-glencroft-terrace-wheelers-hill-vic-3150-15513230,9 Glencroft Terrace Wheelers Hill VIC 3150,670.0,4,2,2,House,spaciou famili entertain,212051327,145.1877198,-37.9194715,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/23-beachview-parade-point-cook-vic-3030-16081552,23 Beachview Parade Point Cook VIC 3030,670.0,4,4,2,House,simpli stun,213051464,144.7710944,-37.90443399999999,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/76-polaris-drive-doncaster-east-vic-3109-15955982,76 Polaris Drive Doncaster East VIC 3109,650.0,4,2,2,House,wonder famili live lifestyl,207021424,145.1735241,-37.7803541,704.0,497.0,2158.0,1934.0,13507.0,Doncaster East - North,>50.0,859.0,207021424.0
https://www.domain.com.au/32-the-crossway-keilor-east-vic-3033-16024599,32 The Crossway Keilor East VIC 3033,650.0,3,2,2,House,immacul maintain famili home,210011534,144.8642049,-37.7463388,759.0,408.0,2257.0,1913.0,13153.0,Keilor East,>50.0,859.0,210011534.0
https://www.domain.com.au/48-craig-hill-drive-wheelers-hill-vic-3150-16075671,48 Craig Hill Drive Wheelers Hill VIC 3150,650.0,4,2,2,House,view dream,212051327,145.1980251,-37.9146344,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/8-tatterson-way-caroline-springs-vic-3023-16051911,8 Tatterson Way Caroline Springs VIC 3023,640.0,5,2,2,House,distinct charm superb live readi move,213041463,144.7487772,-37.7293769,813.0,401.0,2277.0,2133.0,16696.0,Caroline Springs,>50.0,859.0,213041463.0
https://www.domain.com.au/11-misty-close-berwick-vic-3806-16069134,11 Misty Close Berwick VIC 3806,640.0,4,3,2,House,entertain delight multipl live area pool,212021553,145.3502341,-38.0747717,883.0,430.0,2456.0,2361.0,14110.0,Berwick - South East,>50.0,859.0,212021553.0
https://www.domain.com.au/87-mary-avenue-wheelers-hill-vic-3150-16076961,87 Mary Avenue Wheelers Hill VIC 3150,640.0,4,2,2,House,opportun,212051327,145.194013,-37.9027671,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/277-blackburn-road-doncaster-east-vic-3109-15125110,277 Blackburn Road Doncaster East VIC 3109,640.0,3,2,1,House,bedroom plu studi,207021424,145.1632201,-37.7800494,704.0,497.0,2158.0,1934.0,13507.0,Doncaster East - North,>50.0,859.0,207021424.0
https://www.domain.com.au/11-georgia-place-keysborough-vic-3173-16051705,11 Georgia Place Keysborough VIC 3173,635.0,4,2,1,House,new place per week,212041566,145.1479738,-38.0024628,890.0,520.0,2455.0,2493.0,12150.0,Keysborough - South,>50.0,859.0,212041566.0
https://www.domain.com.au/3-oceana-street-point-cook-vic-3030-16073299,3 Oceana Street Point Cook VIC 3030,630.0,4,2,2,House,perfectli posit estat fresh paint new carpet,213051466,144.7419974,-37.9083689,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/49-masquerade-road-berwick-vic-3806-16057835,49 Masquerade Road Berwick VIC 3806,630.0,4,2,2,House,magnific modern,212021553,145.3646269,-38.0749675,883.0,430.0,2456.0,2361.0,14110.0,Berwick - South East,>50.0,859.0,212021553.0
https://www.domain.com.au/12-wondalea-crescent-wantirna-vic-3152-16054318,12 Wondalea Crescent Wantirna VIC 3152,630.0,4,2,2,House,impress famili entertain,211011259,145.2167506,-37.8586269,762.0,427.0,2106.0,1883.0,12341.0,Wantirna,>50.0,859.0,211011259.0
https://www.domain.com.au/14-sheffield-way-keysborough-vic-3173-15470011,14 Sheffield Way Keysborough VIC 3173,625.0,4,2,2,House,leas plenti room everyon bed bath garag,212041566,145.149264,-38.001862,890.0,520.0,2455.0,2493.0,12150.0,Keysborough - South,>50.0,859.0,212041566.0
https://www.domain.com.au/76-prospect-drive-keilor-east-vic-3033-16034122,76 Prospect Drive Keilor East VIC 3033,620.0,3,2,2,House,applic link app snug com appli,210011534,144.8544509,-37.7473222,759.0,408.0,2257.0,1913.0,13153.0,Keilor East,>50.0,859.0,210011534.0
https://www.domain.com.au/8-shiraz-crescent-point-cook-vic-3030-16081452,8 Shiraz Crescent Point Cook VIC 3030,600.0,4,2,2,House,delight famili home prime locat,213051464,144.7786493,-37.912297,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/21-torrington-street-point-cook-vic-3030-16062814,21 Torrington Street Point Cook VIC 3030,600.0,5,3,2,House,spaciou famili live,213051466,144.7477473,-37.9100481,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/122-centre-dandenong-road-dingley-village-vic-3172-16079455,122 Centre Dandenong Road Dingley Village VIC 3172,600.0,3,2,2,House,famili home heart,212041313,145.1324318,-37.9838507,798.0,450.0,2335.0,1981.0,9025.0,Dingley Village,>50.0,859.0,212041313.0
https://www.domain.com.au/4-enrica-place-wheelers-hill-vic-3150-16053365,4 Enrica Place Wheelers Hill VIC 3150,600.0,5,2,2,House,beauti famili home,212051327,145.1804682,-37.91327990000001,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/7-spraypoint-drive-point-cook-vic-3030-16076467,7 Spraypoint Drive Point Cook VIC 3030,600.0,4,2,2,House,properti water view,213051464,144.7780054,-37.9018131,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/11-beachview-parade-point-cook-vic-3030-12359913,11 Beachview Parade Point Cook VIC 3030,600.0,4,2,2,House,spaciou live water view,213051464,144.7712232,-37.9037138,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/18a-templeton-street-wantirna-vic-3152-16057317,18a Templeton Street Wantirna VIC 3152,600.0,4,2,2,Townhouse,sophist eleg,211011259,145.2257049,-37.8637779,762.0,427.0,2106.0,1883.0,12341.0,Wantirna,>50.0,859.0,211011259.0
https://www.domain.com.au/29-bondi-parade-point-cook-vic-3030-15803640,29 Bondi Parade Point Cook VIC 3030,600.0,4,2,2,House,spaciou famili resid saltwat coastal estat,213051464,144.7752014,-37.9058688,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/11-heritage-court-wheelers-hill-vic-3150-13010075,11 Heritage Court Wheelers Hill VIC 3150,590.0,4,2,2,House,spaciou spectacular stylish locat heart hill,212051327,145.1781391,-37.9082234,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/1-17-nyah-street-keilor-east-vic-3033-16000294,1/17 Nyah Street Keilor East VIC 3033,580.0,3,2,1,Townhouse,applic link app snug com appli,210011534,144.8676856,-37.7351497,759.0,408.0,2257.0,1913.0,13153.0,Keilor East,>50.0,859.0,210011534.0
https://www.domain.com.au/12-xavier-drive-wheelers-hill-vic-3150-16038537,12 Xavier Drive Wheelers Hill VIC 3150,580.0,4,2,2,House,stun famili abod,212051327,145.1847816,-37.9204654,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/26-chancellor-drive-wheelers-hill-vic-3150-16078400,26 Chancellor Drive Wheelers Hill VIC 3150,580.0,3,1,1,House,perfect famili home,212051327,145.1824739,-37.9151791,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/15-conrad-terrace-taylors-hill-vic-3037-16054378,15 Conrad Terrace Taylors Hill VIC 3037,580.0,4,3,2,House,impress famili home,213041360,144.7487772,-37.7223732,813.0,400.0,2350.0,2315.0,15307.0,Taylors Hill,>50.0,859.0,213041360.0
https://www.domain.com.au/54-grices-rd-berwick-vic-3806-16077217,54 Grices Rd Berwick VIC 3806,580.0,4,2,2,House,three live area,212021553,145.3495016,-38.07605909999999,883.0,430.0,2456.0,2361.0,14110.0,Berwick - South East,>50.0,859.0,212021553.0
https://www.domain.com.au/27-citybay-road-point-cook-vic-3030-15963225,27 Citybay Road Point Cook VIC 3030,570.0,4,2,2,House,spaciou stylish,213051464,144.776782,-37.9137504,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/20-bounty-way-berwick-vic-3806-16073006,20 Bounty Way Berwick VIC 3806,570.0,3,3,2,House,famili oasi,212021554,145.3287575,-38.0570961,880.0,400.0,2268.0,2175.0,8825.0,Berwick - South West,>50.0,859.0,212021554.0
https://www.domain.com.au/33-applebox-circuit-point-cook-vic-3030-16068229,33 Applebox Circuit Point Cook VIC 3030,565.0,4,2,2,House,contemporari warmth style,213051466,144.7308419,-37.9078925,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/46-rembrandt-drive-wheelers-hill-vic-3150-16081012,46 Rembrandt Drive Wheelers Hill VIC 3150,560.0,4,2,3,House,bedroom live area kitchen toilet,212051327,145.1859894,-37.908424,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/16-manna-way-point-cook-vic-3030-16077347,16 Manna Way Point Cook VIC 3030,560.0,4,2,2,House,luxuri live,213051466,144.7332445,-37.9079157,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/15-cerbera-bend-cranbourne-north-vic-3977-16076291,15 Cerbera Bend Cranbourne North VIC 3977,550.0,4,3,2,House,well maintain famili home,212031559,145.3211347,-38.0734535,856.0,401.0,2183.0,2184.0,9399.0,Cranbourne North - East,>50.0,859.0,212031559.0
https://www.domain.com.au/44-victorking-drive-point-cook-vic-3030-16041063,44 Victorking Drive Point Cook VIC 3030,550.0,4,2,2,House,perfect famili home,213051466,144.7309492,-37.9051824,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/23-arbour-avenue-point-cook-vic-3030-16067200,23 Arbour Avenue Point Cook VIC 3030,550.0,4,2,2,House,beauti home,213051466,144.7373848,-37.91102670000001,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/3-fairmead-place-narre-warren-south-vic-3805-16065945,3 Fairmead Place Narre Warren South VIC 3805,550.0,4,2,2,House,spaciou beauti present famili home quiet locat,212031458,145.2914129,-38.0575866,722.0,392.0,2043.0,2011.0,13505.0,Narre Warren South - West,>50.0,859.0,212031458.0
https://www.domain.com.au/126-bondi-parade-point-cook-vic-3030-16049106,126 Bondi Parade Point Cook VIC 3030,550.0,4,2,2,House,list east face famili delight,213051464,144.7710086,-37.9069522,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/29-woodhouse-road-doncaster-east-vic-3109-16069259,29 Woodhouse Road Doncaster East VIC 3109,550.0,2,1,0,House,two live area famili home outdoor entertain area,207021424,145.1686722,-37.785576,704.0,497.0,2158.0,1934.0,13507.0,Doncaster East - North,>50.0,859.0,207021424.0
https://www.domain.com.au/1-14-ellen-avenue-keilor-east-vic-3033-15129804,1/14 Ellen Avenue Keilor East VIC 3033,550.0,3,2,2,Townhouse,low mainten bedroom townhous live,210011534,144.8700062,-37.7490083,759.0,408.0,2257.0,1913.0,13153.0,Keilor East,>50.0,859.0,210011534.0
https://www.domain.com.au/10-ridgegreen-view-caroline-springs-vic-3023-16006261,10 Ridgegreen View Caroline Springs VIC 3023,550.0,4,2,2,House,fabul famili lifestyl,213041463,144.7280533,-37.7289599,813.0,401.0,2277.0,2133.0,16696.0,Caroline Springs,>50.0,859.0,213041463.0
https://www.domain.com.au/69-rossiter-retreat-cranbourne-north-vic-3977-16072266,69 Rossiter Retreat Cranbourne North VIC 3977,550.0,4,2,2,House,stun well maintain famili home,212031559,145.3345907,-38.0761585,856.0,401.0,2183.0,2184.0,9399.0,Cranbourne North - East,>50.0,859.0,212031559.0
https://www.domain.com.au/6-sandarra-boulevard-sandhurst-vic-3977-16070215,6 Sandarra Boulevard Sandhurst VIC 3977,540.0,4,2,2,House,beauti famili home,214011376,145.2003116,-38.0817685,920.0,450.0,2378.0,2224.0,10898.0,Skye - Sandhurst,>50.0,859.0,214011376.0
https://www.domain.com.au/25-monteith-crescent-endeavour-hills-vic-3802-15825068,25 Monteith Crescent Endeavour Hills VIC 3802,540.0,4,2,2,House,spaciou bedroom hous bill includ ga electr water commun backyard,212021453,145.2665183,-37.9734642,695.0,369.0,1992.0,1823.0,10655.0,Endeavour Hills - North,>50.0,859.0,212021453.0
https://www.domain.com.au/79-the-esplanade-taylors-hill-vic-3037-16060195,79 The Esplanade Taylors Hill VIC 3037,540.0,4,2,4,House,live high life everyday,213041360,144.7407959,-37.7201536,813.0,400.0,2350.0,2315.0,15307.0,Taylors Hill,>50.0,859.0,213041360.0
https://www.domain.com.au/10-heritage-court-wheelers-hill-vic-3150-15985999,10 Heritage Court Wheelers Hill VIC 3150,530.0,4,3,4,House,famili home quiet court,212051327,145.1783979,-37.90827420000001,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/81-terrene-terrace-point-cook-vic-3030-16080387,81 Terrene Terrace Point Cook VIC 3030,530.0,4,2,2,House,singl storey famili hous sure impress,213051466,144.7350465,-37.9056956,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/7-508-blackburn-road-doncaster-east-vic-3109-16033395,7/508 Blackburn Road Doncaster East VIC 3109,530.0,4,3,2,Townhouse,unit week rent free,207021424,145.1672275,-37.7615186,704.0,497.0,2158.0,1934.0,13507.0,Doncaster East - North,>50.0,859.0,207021424.0
https://www.domain.com.au/3-fernly-court-wheelers-hill-vic-3150-16030892,3 Fernly Court Wheelers Hill VIC 3150,530.0,3,1,1,House,peac quiet,212051327,145.2009372,-37.9099382,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/24-sunstone-street-cranbourne-east-vic-3977-16067590,24 Sunstone Street Cranbourne East VIC 3977,525.0,4,2,2,House,street east,212031558,145.3139119,-38.1296374,855.0,401.0,2036.0,1958.0,9482.0,Cranbourne East - South,>50.0,859.0,212031558.0
https://www.domain.com.au/19-allambi-court-cranbourne-north-vic-3977-16058909,19 Allambi Court Cranbourne North VIC 3977,525.0,4,2,2,House,low mainten estat,212031559,145.3339425,-38.0788216,856.0,401.0,2183.0,2184.0,9399.0,Cranbourne North - East,>50.0,859.0,212031559.0
https://www.domain.com.au/31-mont-court-vermont-south-vic-3133-16073387,31 Mont Court Vermont South VIC 3133,525.0,3,2,2,House,famili home prime locat,211041273,145.1936248,-37.8606693,715.0,496.0,2179.0,1944.0,10756.0,Vermont South,>50.0,859.0,211041273.0
https://www.domain.com.au/149-the-esplanade-caroline-springs-vic-3023-16033878,149 The Esplanade Caroline Springs VIC 3023,520.0,4,2,2,House,modern home esplanad,213041463,144.7473504,-37.7303934,813.0,401.0,2277.0,2133.0,16696.0,Caroline Springs,>50.0,859.0,213041463.0
https://www.domain.com.au/11-outrigger-court-point-cook-vic-3030-16069180,11 Outrigger Court Point Cook VIC 3030,520.0,4,2,2,House,famili home sanctuari lake estat,213051464,144.7772971,-37.9038092,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/30-bail-street-epping-vic-3076-14828692,30 Bail Street Epping VIC 3076,520.0,4,2,2,House,except famili home,209041433,145.0084559,-37.6283973,783.0,381.0,1954.0,1848.0,9366.0,Epping (Vic.) - West,>50.0,859.0,209041433.0
https://www.domain.com.au/402-5-red-hill-terrace-doncaster-east-vic-3109-16075109,402/5 Red Hill Terrace Doncaster East VIC 3109,520.0,2,1,1,Apartment / Unit / Flat,breathtak view huge balconi,207021424,145.1727715,-37.7630213,704.0,497.0,2158.0,1934.0,13507.0,Doncaster East - North,>50.0,859.0,207021424.0
https://www.domain.com.au/15-collier-road-kilsyth-vic-3137-16057957,15 Collier Road Kilsyth VIC 3137,520.0,5,2,2,House,real gem,211031263,145.3045009,-37.8329415,838.0,361.0,2187.0,1800.0,10353.0,Bayswater North,>50.0,859.0,211031263.0
https://www.domain.com.au/403-5-red-hill-terrace-doncaster-east-vic-3109-16065972,403/5 Red Hill Terrace Doncaster East VIC 3109,520.0,2,1,1,Apartment / Unit / Flat,penthous live larg balconi sensat view,207021424,145.1727715,-37.7630213,704.0,497.0,2158.0,1934.0,13507.0,Doncaster East - North,>50.0,859.0,207021424.0
https://www.domain.com.au/10-wylie-circuit-burnside-heights-vic-3023-16058052,10 Wylie Circuit Burnside Heights VIC 3023,510.0,3,2,2,House,perfect famili home perfect locat avail rent,213041462,144.7544847,-37.7322409,803.0,411.0,2220.0,2246.0,4707.0,Burnside Heights,>50.0,859.0,213041462.0
https://www.domain.com.au/12-oakridge-street-point-cook-vic-3030-16040871,12 Oakridge Street Point Cook VIC 3030,500.0,3,2,2,House,spaciou famili home everyth need,213051464,144.787407,-37.9147843,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/23-daisy-drive-point-cook-vic-3030-16075223,23 Daisy Drive Point Cook VIC 3030,500.0,4,2,2,House,zone famili home,213051466,144.7483481,-37.904614,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/4-waverley-place-point-cook-vic-3030-16038938,4 Waverley Place Point Cook VIC 3030,500.0,3,2,2,Townhouse,modern luxuri live move,213051464,144.7717705,-37.9102973,963.0,401.0,2445.0,2381.0,14875.0,Point Cook - East,>50.0,859.0,213051464.0
https://www.domain.com.au/3-fawkner-place-caroline-springs-vic-3023-16067244,3 Fawkner Place Caroline Springs VIC 3023,500.0,5,5,2,House,spaciou home quiet court locat,213041463,144.739616,-37.725495,813.0,401.0,2277.0,2133.0,16696.0,Caroline Springs,>50.0,859.0,213041463.0
https://www.domain.com.au/8-laburnum-street-berwick-vic-3806-16071752,8 Laburnum Street Berwick VIC 3806,500.0,3,2,4,House,famili hous rent,212021553,145.3471441,-38.070106,883.0,430.0,2456.0,2361.0,14110.0,Berwick - South East,>50.0,859.0,212021553.0
https://www.domain.com.au/45-garnett-road-wheelers-hill-vic-3150-16066246,45 Garnett Road Wheelers Hill VIC 3150,500.0,3,2,2,House,breathtak rang view await vision,212051327,145.1988448,-37.9139248,720.0,481.0,2124.0,1818.0,18680.0,Wheelers Hill,>50.0,859.0,212051327.0
https://www.domain.com.au/7-kambah-way-epping-vic-3076-16069099,7 Kambah Way Epping VIC 3076,500.0,3,1,1,House,privat peac place call home,209041433,145.0009878,-37.62541179999999,783.0,381.0,1954.0,1848.0,9366.0,Epping (Vic.) - West,>50.0,859.0,209041433.0
https://www.domain.com.au/9-adventure-way-point-cook-vic-3030-16077428,9 Adventure Way Point Cook VIC 3030,500.0,4,2,2,House,call,213051466,144.7385648,-37.9096666,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/56-alamanda-boulevard-point-cook-vic-3030-16059542,56 Alamanda Boulevard Point Cook VIC 3030,500.0,4,2,2,House,famili home brand new carpet estat,213051466,144.7420832,-37.904214,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
https://www.domain.com.au/49-west-gateway-keilor-east-vic-3033-15975959,49 West Gateway Keilor East VIC 3033,495.0,4,2,2,House,renov famili home,210011534,144.8538064,-37.7453872,759.0,408.0,2257.0,1913.0,13153.0,Keilor East,>50.0,859.0,210011534.0
https://www.domain.com.au/1-508-blackburn-road-doncaster-east-vic-3109-16063337,1/508 Blackburn Road Doncaster East VIC 3109,495.0,4,2,2,Townhouse,well kept townhous deliv luxuri live,207021424,145.1672275,-37.7615186,704.0,497.0,2158.0,1934.0,13507.0,Doncaster East - North,>50.0,859.0,207021424.0
https://www.domain.com.au/92-sovereign-manors-crescent-rowville-vic-3178-16061102,92 Sovereign Manors Crescent Rowville VIC 3178,495.0,2,1,2,House,situat highli sought secur sovereign manor estat,211011257,145.2704474,-37.90785169999999,852.0,450.0,2515.0,2285.0,6643.0,Rowville - North,>50.0,859.0,211011257.0
https://www.domain.com.au/50-atlantis-drive-point-cook-vic-3030-16062481,50 Atlantis Drive Point Cook VIC 3030,490.0,4,2,2,House,sweet home school zone,213051466,144.7471386,-37.9104736,1070.0,410.0,2576.0,2522.0,13533.0,Point Cook - South,>50.0,859.0,213051466.0
