,Year,SA2_codes,Offence Count
0,2013,206011106.0,156.0
1,2013,206011107.0,390.5
2,2013,206011109.0,514.0
3,2013,206011495.0,732.0
4,2013,206021110.0,314.0
5,2013,206021112.0,386.0
6,2013,206021500.0,476.0
7,2013,206031115.0,890.0
8,2013,206031116.0,423.0
9,2013,206031501.0,257.0
10,2013,206031502.0,508.0
11,2013,206041117.0,351.0
12,2013,206041118.0,489.0
13,2013,206041119.0,463.0
14,2013,206041504.0,1497.0
15,2013,206041506.0,538.0
16,2013,206041509.0,591.0
17,2013,206041510.0,373.0
18,2013,206051128.0,308.0
19,2013,206051129.0,301.0
20,2013,206051130.0,543.0
21,2013,206051134.0,491.0
22,2013,206051511.0,946.0
23,2013,206051514.0,1813.0
24,2013,206061135.0,139.0
25,2013,206061136.0,1029.0
26,2013,206061138.0,316.0
27,2013,206061515.0,565.0
28,2013,206071139.0,285.0
29,2013,206071140.0,191.0
30,2013,206071141.0,952.0
31,2013,206071142.0,1199.0
32,2013,206071143.0,362.0
33,2013,206071518.0,2091.0
34,2013,207011147.0,151.0
35,2013,207011148.0,168.0
36,2013,207011149.0,297.0
37,2013,207011152.0,219.0
38,2013,207011154.0,103.0
39,2013,207011155.0,51.0
40,2013,207011519.0,561.0
41,2013,207011522.0,414.0
42,2013,207021156.0,143.0
43,2013,207021157.0,398.0
44,2013,207021159.0,131.0
45,2013,207021160.0,138.0
46,2013,207021425.0,328.0
47,2013,207031161.0,431.0
48,2013,207031163.0,794.0
49,2013,207031164.0,150.0
50,2013,207031165.0,287.0
51,2013,207031166.0,137.0
52,2013,207031167.0,178.0
53,2013,208011168.0,256.0
54,2013,208011169.0,427.0
55,2013,208011170.0,196.0
56,2013,208011171.0,370.0
57,2013,208011172.0,474.0
58,2013,208011173.0,241.0
59,2013,208021176.0,447.0
60,2013,208021177.0,218.0
61,2013,208021178.0,278.0
62,2013,208021179.0,390.0
63,2013,208021182.0,555.0
64,2013,208021426.0,392.0
65,2013,208031185.0,317.0
66,2013,208031186.0,745.0
67,2013,208031188.0,416.0
68,2013,208031190.0,332.0
69,2013,208031191.0,252.5
70,2013,208031193.0,1015.0
71,2013,208041194.0,257.0
72,2013,208041195.0,462.0
73,2013,209011197.0,669.0
74,2013,209011199.0,872.0
75,2013,209011200.0,266.0
76,2013,209011201.0,617.0
77,2013,209011202.0,123.5
78,2013,209011204.0,226.0
79,2013,209021205.0,237.0
80,2013,209021428.0,1322.0
81,2013,209021524.0,1436.0
82,2013,209031209.0,493.0
83,2013,209031210.0,118.0
84,2013,209031214.0,162.0
85,2013,209031215.0,367.0
86,2013,209041216.0,662.0
87,2013,209041221.0,603.0
88,2013,209041223.0,686.0
89,2013,209041431.0,746.0
90,2013,209041436.0,630.0
91,2013,209041530.0,613.0
92,2013,210011226.0,421.0
93,2013,210011228.0,78.0
94,2013,210011533.0,285.0
95,2013,210031236.0,895.0
96,2013,210031237.0,231.0
97,2013,210031535.0,1125.0
98,2013,210051242.0,2064.0
99,2013,210051243.0,315.0
100,2013,210051245.0,309.0
101,2013,210051247.0,857.0
102,2013,210051250.0,582.0
103,2013,210051544.0,1573.0
104,2013,211011251.0,733.0
105,2013,211011254.0,175.5
106,2013,211011256.0,556.0
107,2013,211011260.0,760.0
108,2013,211011446.0,797.0
109,2013,211011447.0,911.0
110,2013,211011449.0,89.0
111,2013,211021261.0,54.0
112,2013,211031266.0,1185.0
113,2013,211031267.0,383.0
114,2013,211031450.0,1013.0
115,2013,211041269.0,379.0
116,2013,211041270.0,214.0
117,2013,211041272.0,227.0
118,2013,211051277.0,305.0
119,2013,211051278.0,830.0
120,2013,211051280.0,112.0
121,2013,211051281.0,397.0
122,2013,211051283.0,137.0
123,2013,211051284.0,142.0
124,2013,212021293.0,1053.0
125,2013,212021295.0,766.0
126,2013,212021297.0,468.0
127,2013,212021299.0,139.0
128,2013,212021454.0,579.0
129,2013,212021456.0,1542.0
130,2013,212031300.0,2095.0
131,2013,212031306.0,219.0
132,2013,212031562.0,682.0
133,2013,212041309.0,213.0
134,2013,212041310.0,427.0
135,2013,212041317.0,635.0
136,2013,212041318.0,520.0
137,2013,212041460.0,1509.0
138,2013,212041563.0,3505.0
139,2013,212041565.0,539.0
140,2013,212051319.0,225.0
141,2013,212051322.0,501.0
142,2013,212051324.0,254.0
143,2013,212051325.0,217.0
144,2013,212051326.0,498.0
145,2013,212051567.0,528.0
146,2013,213011328.0,1212.0
147,2013,213011331.0,1128.0
148,2013,213011332.0,708.0
149,2013,213011334.0,2092.0
150,2013,213011569.0,1682.0
151,2013,213011570.0,268.0
152,2013,213021341.0,472.0
153,2013,213021343.0,437.0
154,2013,213021344.0,454.0
155,2013,213021346.0,791.0
156,2013,213031347.0,376.0
157,2013,213031348.0,1077.0
158,2013,213031349.0,943.0
159,2013,213031351.0,900.0
160,2013,213031352.0,294.0
161,2013,213051361.0,1599.0
162,2013,213051363.0,447.5
163,2013,213051368.0,2664.0
164,2013,214011370.0,808.0
165,2013,214011371.0,3314.0
166,2013,214011372.0,481.0
167,2013,214011374.0,439.0
168,2013,214011375.0,884.0
169,2014,206011106.0,181.0
170,2014,206011107.0,384.0
171,2014,206011109.0,468.0
172,2014,206011495.0,745.0
173,2014,206021110.0,332.0
174,2014,206021112.0,460.0
175,2014,206021500.0,629.0
176,2014,206031115.0,748.0
177,2014,206031116.0,406.0
178,2014,206031501.0,292.0
179,2014,206031502.0,618.0
180,2014,206041117.0,652.0
181,2014,206041118.0,556.0
182,2014,206041119.0,445.0
183,2014,206041504.0,1392.0
184,2014,206041506.0,1106.0
185,2014,206041509.0,754.0
186,2014,206041510.0,307.0
187,2014,206051128.0,252.0
188,2014,206051129.0,384.0
189,2014,206051130.0,439.0
190,2014,206051134.0,545.0
191,2014,206051511.0,938.0
192,2014,206051514.0,1817.0
193,2014,206061135.0,168.0
194,2014,206061136.0,1094.0
195,2014,206061138.0,331.0
196,2014,206061515.0,801.0
197,2014,206071139.0,755.0
198,2014,206071140.0,206.0
199,2014,206071141.0,799.0
200,2014,206071142.0,1192.0
201,2014,206071143.0,447.0
202,2014,206071518.0,1404.0
203,2014,207011147.0,297.0
204,2014,207011148.0,284.0
205,2014,207011149.0,347.0
206,2014,207011152.0,124.0
207,2014,207011154.0,72.0
208,2014,207011155.0,107.0
209,2014,207011519.0,377.0
210,2014,207011522.0,383.0
211,2014,207021156.0,203.0
212,2014,207021157.0,293.0
213,2014,207021159.0,143.0
214,2014,207021160.0,135.0
215,2014,207021425.0,173.0
216,2014,207031161.0,460.0
217,2014,207031163.0,600.0
218,2014,207031164.0,192.0
219,2014,207031165.0,276.0
220,2014,207031166.0,156.0
221,2014,207031167.0,192.0
222,2014,208011168.0,262.0
223,2014,208011169.0,424.0
224,2014,208011170.0,164.0
225,2014,208011171.0,387.0
226,2014,208011172.0,593.0
227,2014,208011173.0,234.0
228,2014,208021176.0,666.0
229,2014,208021177.0,241.0
230,2014,208021178.0,304.0
231,2014,208021179.0,372.0
232,2014,208021182.0,497.0
233,2014,208021426.0,466.0
234,2014,208031185.0,375.0
235,2014,208031186.0,706.0
236,2014,208031188.0,540.0
237,2014,208031190.0,398.0
238,2014,208031191.0,258.5
239,2014,208031193.0,836.0
240,2014,208041194.0,255.5
241,2014,208041195.0,488.0
242,2014,209011197.0,408.0
243,2014,209011199.0,915.0
244,2014,209011200.0,329.0
245,2014,209011201.0,835.0
246,2014,209011202.0,88.0
247,2014,209011204.0,169.0
248,2014,209021205.0,225.0
249,2014,209021428.0,1351.0
250,2014,209021524.0,1661.0
251,2014,209031209.0,384.0
252,2014,209031210.0,67.0
253,2014,209031214.0,81.0
254,2014,209031215.0,191.0
255,2014,209041216.0,747.0
256,2014,209041221.0,712.0
257,2014,209041223.0,819.0
258,2014,209041431.0,1007.0
259,2014,209041436.0,439.0
260,2014,209041530.0,601.0
261,2014,210011226.0,593.0
262,2014,210011228.0,114.0
263,2014,210011533.0,302.0
264,2014,210031236.0,1107.0
265,2014,210031237.0,253.0
266,2014,210031535.0,1169.0
267,2014,210051242.0,2018.0
268,2014,210051243.0,395.0
269,2014,210051245.0,343.0
270,2014,210051247.0,909.0
271,2014,210051250.0,497.0
272,2014,210051544.0,1364.0
273,2014,211011251.0,853.0
274,2014,211011254.0,212.0
275,2014,211011256.0,506.0
276,2014,211011260.0,624.0
277,2014,211011446.0,832.0
278,2014,211011447.0,917.0
279,2014,211011449.0,96.0
280,2014,211021261.0,110.0
281,2014,211031266.0,1535.0
282,2014,211031267.0,494.0
283,2014,211031450.0,1096.0
284,2014,211041269.0,312.0
285,2014,211041270.0,236.0
286,2014,211041272.0,281.0
287,2014,211051277.0,270.0
288,2014,211051278.0,636.0
289,2014,211051280.0,150.0
290,2014,211051281.0,537.0
291,2014,211051283.0,204.0
292,2014,211051284.0,155.0
293,2014,212021293.0,1029.0
294,2014,212021295.0,546.0
295,2014,212021297.0,577.0
296,2014,212021299.0,120.0
297,2014,212021454.0,878.0
298,2014,212021456.0,1432.0
299,2014,212031300.0,2116.0
300,2014,212031306.0,272.0
301,2014,212031562.0,656.0
302,2014,212041309.0,380.0
303,2014,212041310.0,474.0
304,2014,212041317.0,1065.0
305,2014,212041318.0,645.0
306,2014,212041460.0,1408.0
307,2014,212041563.0,3571.0
308,2014,212041565.0,767.0
309,2014,212051319.0,364.0
310,2014,212051322.0,680.0
311,2014,212051324.0,244.0
312,2014,212051325.0,370.0
313,2014,212051326.0,639.0
314,2014,212051567.0,620.0
315,2014,213011328.0,1713.5
316,2014,213011331.0,981.0
317,2014,213011332.0,550.0
318,2014,213011334.0,2212.0
319,2014,213011569.0,1885.0
320,2014,213011570.0,309.0
321,2014,213021341.0,453.0
322,2014,213021343.0,312.0
323,2014,213021344.0,444.0
324,2014,213021346.0,604.0
325,2014,213031347.0,478.0
326,2014,213031348.0,1410.0
327,2014,213031349.0,1142.0
328,2014,213031351.0,1127.0
329,2014,213031352.0,418.0
330,2014,213051361.0,1649.0
331,2014,213051363.0,535.5
332,2014,213051368.0,2427.0
333,2014,214011370.0,894.0
334,2014,214011371.0,3311.0
335,2014,214011372.0,518.0
336,2014,214011374.0,357.0
337,2014,214011375.0,758.0
338,2015,206011106.0,232.0
339,2015,206011107.0,459.5
340,2015,206011109.0,543.0
341,2015,206011495.0,1107.0
342,2015,206021110.0,365.0
343,2015,206021112.0,314.0
344,2015,206021500.0,518.0
345,2015,206031115.0,1243.0
346,2015,206031116.0,623.0
347,2015,206031501.0,382.0
348,2015,206031502.0,601.0
349,2015,206041117.0,458.0
350,2015,206041118.0,769.0
351,2015,206041119.0,436.0
352,2015,206041504.0,1727.0
353,2015,206041506.0,980.0
354,2015,206041509.0,637.0
355,2015,206041510.0,283.0
356,2015,206051128.0,229.0
357,2015,206051129.0,376.0
358,2015,206051130.0,550.0
359,2015,206051134.0,470.0
