,Year,SA2_codes,Postcode,Offence Count
80,2013,209011201,3084,617
81,2013,209011202,3093,115
82,2013,209011202,3094,132
83,2013,209011204,3087,226
84,2013,209021205,3085,237
85,2013,209021428,3072,1322
86,2013,209021524,3073,1436
87,2013,209031209,3095,493
88,2013,209031210,3099,118
89,2013,209031214,3113,162
90,2013,209031215,3089,367
91,2013,209041216,3083,662
92,2013,209041221,3082,603
93,2013,209041223,3074,686
94,2013,209041431,3076,746
95,2013,209041436,3752,630
96,2013,209041530,3075,613
97,2013,210011226,3042,421
98,2013,210011228,3036,78
99,2013,210011533,3033,410
100,2013,210011533,3034,160
101,2013,210031236,3058,895
102,2013,210031237,3060,231
103,2013,210031535,3046,1125
104,2013,210051242,3047,2064
105,2013,210051243,3061,315
106,2013,210051245,3049,309
107,2013,210051247,3048,857
108,2013,210051250,3043,582
109,2013,210051544,3064,1573
110,2013,211011251,3153,733
111,2013,211011254,3179,110
112,2013,211011254,3180,241
113,2013,211011256,3178,556
114,2013,211011260,3152,760
115,2013,211011446,3155,797
116,2013,211011447,3156,911
117,2013,211011449,3154,89
118,2013,211021261,3111,56
119,2013,211021261,3114,52
120,2013,211031266,3134,1185
121,2013,211031267,3135,383
122,2013,211031450,3136,1013
123,2013,211041269,3131,379
124,2013,211041270,3132,214
125,2013,211041272,3133,227
126,2013,211051277,3137,305
127,2013,211051278,3140,830
128,2013,211051280,3765,112
129,2013,211051281,3138,397
130,2013,211051283,3796,137
131,2013,211051284,3158,142
132,2013,212021293,3806,1053
133,2013,212021295,3177,766
134,2013,212021297,3803,468
135,2013,212021299,3804,139
136,2013,212021454,3802,579
137,2013,212021456,3805,1542
138,2013,212031300,3977,2095
139,2013,212031306,3975,219
140,2013,212031562,3976,682
141,2013,212041309,3167,213
142,2013,212041310,3169,427
143,2013,212041317,3171,635
144,2013,212041318,3172,520
145,2013,212041460,3174,1509
146,2013,212041563,3175,3505
147,2013,212041565,3173,539
148,2013,212051319,3147,241
149,2013,212051319,3148,209
150,2013,212051322,3150,501
151,2013,212051324,3149,254
152,2013,212051325,3170,217
153,2013,212051326,3166,498
154,2013,212051567,3168,528
155,2013,213011328,3020,2253
156,2013,213011328,3022,171
157,2013,213011331,3037,1128
158,2013,213011332,3038,708
159,2013,213011334,3021,2092
160,2013,213011569,3023,1682
161,2013,213011570,3026,268
162,2013,213021341,3018,472
163,2013,213021343,3025,437
164,2013,213021344,3015,454
165,2013,213021346,3016,791
166,2013,213031347,3019,376
167,2013,213031348,3011,1077
168,2013,213031349,3032,943
169,2013,213031351,3012,900
170,2013,213031352,3013,294
171,2013,213051361,3029,1599
172,2013,213051363,3027,44
173,2013,213051363,3028,851
174,2013,213051368,3030,2664
175,2013,214011370,3201,808
176,2013,214011371,3199,3314
177,2013,214011372,3200,481
178,2013,214011374,3910,439
179,2013,214011375,3198,884
180,2014,206011106,3057,181
181,2014,206011107,3052,495
182,2014,206011107,3055,273
183,2014,206011109,3044,468
184,2014,206011495,3056,745
185,2014,206021110,3078,332
186,2014,206021112,3071,460
187,2014,206021500,3070,629
188,2014,206031115,3031,748
189,2014,206031116,3039,406
190,2014,206031501,3041,292
191,2014,206031502,3040,618
192,2014,206041117,3053,652
193,2014,206041118,3008,556
194,2014,206041119,3002,445
195,2014,206041504,3000,1392
196,2014,206041506,3051,1106
197,2014,206041509,3006,754
198,2014,206041510,3003,307
199,2014,206051128,3206,252
200,2014,206051129,3184,384
201,2014,206051130,3207,439
202,2014,206051134,3183,545
203,2014,206051511,3205,938
204,2014,206051514,3004,1854
205,2014,206051514,3182,1780
206,2014,206061135,3143,168
207,2014,206061136,3181,1094
208,2014,206061138,3142,331
209,2014,206061515,3141,801
210,2014,206071139,3067,755
211,2014,206071140,3054,206
212,2014,206071141,3066,799
213,2014,206071142,3065,1192
214,2014,206071143,3068,447
215,2014,206071518,3121,1404
216,2014,207011147,3103,297
217,2014,207011148,3104,284
218,2014,207011149,3124,347
219,2014,207011152,3123,124
220,2014,207011154,3102,72
221,2014,207011155,3126,107
222,2014,207011519,3122,377
223,2014,207011522,3101,383
224,2014,207021156,3105,203
225,2014,207021157,3108,293
226,2014,207021159,3106,143
227,2014,207021160,3107,135
228,2014,207021425,3109,173
229,2014,207031161,3130,460
230,2014,207031163,3128,600
231,2014,207031164,3129,192
232,2014,207031165,3125,276
233,2014,207031166,3151,156
234,2014,207031167,3127,192
235,2014,208011168,3193,262
236,2014,208011169,3186,424
237,2014,208011170,3187,164
238,2014,208011171,3190,387
239,2014,208011172,3188,593
240,2014,208011173,3191,234
241,2014,208021176,3163,666
242,2014,208021177,3161,241
243,2014,208021178,3162,304
244,2014,208021179,3185,372
245,2014,208021182,3204,497
246,2014,208021426,3165,466
247,2014,208031185,3197,375
248,2014,208031186,3196,706
249,2014,208031188,3192,540
250,2014,208031190,3194,398
251,2014,208031191,3189,417
252,2014,208031191,3202,100
253,2014,208031193,3195,836
254,2014,208041194,3144,239
255,2014,208041194,3146,272
256,2014,208041195,3145,488
257,2014,209011197,3088,408
258,2014,209011199,3081,915
259,2014,209011200,3079,329
260,2014,209011201,3084,835
261,2014,209011202,3093,60
262,2014,209011202,3094,116
263,2014,209011204,3087,169
264,2014,209021205,3085,225
265,2014,209021428,3072,1351
266,2014,209021524,3073,1661
267,2014,209031209,3095,384
268,2014,209031210,3099,67
269,2014,209031214,3113,81
270,2014,209031215,3089,191
271,2014,209041216,3083,747
272,2014,209041221,3082,712
273,2014,209041223,3074,819
274,2014,209041431,3076,1007
275,2014,209041436,3752,439
276,2014,209041530,3075,601
277,2014,210011226,3042,593
278,2014,210011228,3036,114
279,2014,210011533,3033,294
280,2014,210011533,3034,310
281,2014,210031236,3058,1107
282,2014,210031237,3060,253
283,2014,210031535,3046,1169
284,2014,210051242,3047,2018
285,2014,210051243,3061,395
286,2014,210051245,3049,343
287,2014,210051247,3048,909
288,2014,210051250,3043,497
289,2014,210051544,3064,1364
290,2014,211011251,3153,853
291,2014,211011254,3179,197
292,2014,211011254,3180,227
293,2014,211011256,3178,506
294,2014,211011260,3152,624
295,2014,211011446,3155,832
296,2014,211011447,3156,917
297,2014,211011449,3154,96
298,2014,211021261,3111,134
299,2014,211021261,3114,86
300,2014,211031266,3134,1535
301,2014,211031267,3135,494
302,2014,211031450,3136,1096
303,2014,211041269,3131,312
304,2014,211041270,3132,236
305,2014,211041272,3133,281
306,2014,211051277,3137,270
307,2014,211051278,3140,636
308,2014,211051280,3765,150
309,2014,211051281,3138,537
310,2014,211051283,3796,204
311,2014,211051284,3158,155
312,2014,212021293,3806,1029
313,2014,212021295,3177,546
314,2014,212021297,3803,577
315,2014,212021299,3804,120
316,2014,212021454,3802,878
317,2014,212021456,3805,1432
318,2014,212031300,3977,2116
319,2014,212031306,3975,272
320,2014,212031562,3976,656
321,2014,212041309,3167,380
322,2014,212041310,3169,474
323,2014,212041317,3171,1065
324,2014,212041318,3172,645
325,2014,212041460,3174,1408
326,2014,212041563,3175,3571
327,2014,212041565,3173,767
328,2014,212051319,3147,417
329,2014,212051319,3148,311
330,2014,212051322,3150,680
331,2014,212051324,3149,244
332,2014,212051325,3170,370
333,2014,212051326,3166,639
334,2014,212051567,3168,620
335,2014,213011328,3020,3154
336,2014,213011328,3022,273
337,2014,213011331,3037,981
338,2014,213011332,3038,550
339,2014,213011334,3021,2212
340,2014,213011569,3023,1885
341,2014,213011570,3026,309
342,2014,213021341,3018,453
343,2014,213021343,3025,312
344,2014,213021344,3015,444
345,2014,213021346,3016,604
346,2014,213031347,3019,478
347,2014,213031348,3011,1410
348,2014,213031349,3032,1142
349,2014,213031351,3012,1127
350,2014,213031352,3013,418
351,2014,213051361,3029,1649
352,2014,213051363,3027,75
353,2014,213051363,3028,996
354,2014,213051368,3030,2427
355,2014,214011370,3201,894
356,2014,214011371,3199,3311
357,2014,214011372,3200,518
358,2014,214011374,3910,357
359,2014,214011375,3198,758
360,2015,206011106,3057,232
361,2015,206011107,3052,636
362,2015,206011107,3055,283
363,2015,206011109,3044,543
364,2015,206011495,3056,1107
365,2015,206021110,3078,365
366,2015,206021112,3071,314
367,2015,206021500,3070,518
368,2015,206031115,3031,1243
369,2015,206031116,3039,623
370,2015,206031501,3041,382
371,2015,206031502,3040,601
372,2015,206041117,3053,458
373,2015,206041118,3008,769
374,2015,206041119,3002,436
375,2015,206041504,3000,1727
376,2015,206041506,3051,980
377,2015,206041509,3006,637
378,2015,206041510,3003,283
379,2015,206051128,3206,229
380,2015,206051129,3184,376
381,2015,206051130,3207,550
382,2015,206051134,3183,470
383,2015,206051511,3205,1114
384,2015,206051514,3004,1883
385,2015,206051514,3182,2520
386,2015,206061135,3143,173
387,2015,206061136,3181,1186
388,2015,206061138,3142,358
389,2015,206061515,3141,970
390,2015,206071139,3067,867
391,2015,206071140,3054,209
392,2015,206071141,3066,1290
393,2015,206071142,3065,1281
394,2015,206071143,3068,409
395,2015,206071518,3121,1865
396,2015,207011147,3103,307
397,2015,207011148,3104,189
398,2015,207011149,3124,336
399,2015,207011152,3123,127
400,2015,207011154,3102,87
401,2015,207011155,3126,69
402,2015,207011519,3122,336
403,2015,207011522,3101,386
404,2015,207021156,3105,337
405,2015,207021157,3108,494
406,2015,207021159,3106,216
407,2015,207021160,3107,177
408,2015,207021425,3109,248
409,2015,207031161,3130,487
410,2015,207031163,3128,823
411,2015,207031164,3129,167
412,2015,207031165,3125,371
413,2015,207031166,3151,119
414,2015,207031167,3127,229
415,2015,208011168,3193,210
416,2015,208011169,3186,433
417,2015,208011170,3187,193
418,2015,208011171,3190,395
419,2015,208011172,3188,701
420,2015,208011173,3191,243
421,2015,208021176,3163,542
422,2015,208021177,3161,226
423,2015,208021178,3162,384
424,2015,208021179,3185,350
425,2015,208021182,3204,657
426,2015,208021426,3165,423
427,2015,208031185,3197,548
428,2015,208031186,3196,685
429,2015,208031188,3192,613
430,2015,208031190,3194,353
431,2015,208031191,3189,609
432,2015,208031191,3202,85
433,2015,208031193,3195,1008
434,2015,208041194,3144,320
435,2015,208041194,3146,231
436,2015,208041195,3145,668
437,2015,209011197,3088,576
438,2015,209011199,3081,873
439,2015,209011200,3079,300
440,2015,209011201,3084,1030
441,2015,209011202,3093,79
442,2015,209011202,3094,118
443,2015,209011204,3087,282
444,2015,209021205,3085,286
445,2015,209021428,3072,1218
446,2015,209021524,3073,1431
447,2015,209031209,3095,395
448,2015,209031210,3099,112
449,2015,209031214,3113,111
450,2015,209031215,3089,263
451,2015,209041216,3083,831
452,2015,209041221,3082,774
453,2015,209041223,3074,707
454,2015,209041431,3076,945
455,2015,209041436,3752,457
456,2015,209041530,3075,516
457,2015,210011226,3042,661
458,2015,210011228,3036,148
459,2015,210011533,3033,374
460,2015,210011533,3034,176
461,2015,210031236,3058,1057
462,2015,210031237,3060,241
463,2015,210031535,3046,1002
464,2015,210051242,3047,1768
465,2015,210051243,3061,423
466,2015,210051245,3049,363
467,2015,210051247,3048,735
468,2015,210051250,3043,570
469,2015,210051544,3064,2079
470,2015,211011251,3153,788
471,2015,211011254,3179,171
472,2015,211011254,3180,267
473,2015,211011256,3178,737
474,2015,211011260,3152,1049
475,2015,211011446,3155,1137
476,2015,211011447,3156,889
477,2015,211011449,3154,98
478,2015,211021261,3111,121
479,2015,211021261,3114,48
480,2015,211031266,3134,1172
481,2015,211031267,3135,631
482,2015,211031450,3136,1382
483,2015,211041269,3131,494
484,2015,211041270,3132,249
485,2015,211041272,3133,254
486,2015,211051277,3137,373
487,2015,211051278,3140,910
488,2015,211051280,3765,131
489,2015,211051281,3138,638
490,2015,211051283,3796,191
491,2015,211051284,3158,146
492,2015,212021293,3806,756
493,2015,212021295,3177,849
494,2015,212021297,3803,464
495,2015,212021299,3804,133
496,2015,212021454,3802,598
497,2015,212021456,3805,1831
498,2015,212031300,3977,2819
499,2015,212031306,3975,363
500,2015,212031562,3976,650
501,2015,212041309,3167,296
502,2015,212041310,3169,549
503,2015,212041317,3171,978
504,2015,212041318,3172,555
505,2015,212041460,3174,2134
506,2015,212041563,3175,2985
507,2015,212041565,3173,492
508,2015,212051319,3147,369
509,2015,212051319,3148,236
510,2015,212051322,3150,674
511,2015,212051324,3149,430
512,2015,212051325,3170,710
513,2015,212051326,3166,762
514,2015,212051567,3168,605
515,2015,213011328,3020,2955
516,2015,213011328,3022,178
517,2015,213011331,3037,1022
518,2015,213011332,3038,589
519,2015,213011334,3021,2318
520,2015,213011569,3023,1854
521,2015,213011570,3026,287
522,2015,213021341,3018,548
523,2015,213021343,3025,605
524,2015,213021344,3015,533
525,2015,213021346,3016,584
526,2015,213031347,3019,641
527,2015,213031348,3011,1720
528,2015,213031349,3032,919
529,2015,213031351,3012,930
530,2015,213031352,3013,307
531,2015,213051361,3029,1808
532,2015,213051363,3027,112
533,2015,213051363,3028,1070
534,2015,213051368,3030,2213
535,2015,214011370,3201,997
536,2015,214011371,3199,2984
537,2015,214011372,3200,572
538,2015,214011374,3910,548
539,2015,214011375,3198,858
540,2016,206011106,3057,181
541,2016,206011107,3052,674
542,2016,206011107,3055,329
543,2016,206011109,3044,576
544,2016,206011495,3056,989
545,2016,206021110,3078,283
546,2016,206021112,3071,357
547,2016,206021500,3070,708
548,2016,206031115,3031,1133
549,2016,206031116,3039,598
550,2016,206031501,3041,406
551,2016,206031502,3040,506
552,2016,206041117,3053,739
553,2016,206041118,3008,748
554,2016,206041119,3002,548
555,2016,206041504,3000,1382
556,2016,206041506,3051,1219
557,2016,206041509,3006,747
558,2016,206041510,3003,452
559,2016,206051128,3206,249
560,2016,206051129,3184,397
561,2016,206051130,3207,628
562,2016,206051134,3183,769
563,2016,206051511,3205,1043
564,2016,206051514,3004,1885
565,2016,206051514,3182,2461
566,2016,206061135,3143,201
567,2016,206061136,3181,1458
568,2016,206061138,3142,326
569,2016,206061515,3141,885
570,2016,206071139,3067,655
571,2016,206071140,3054,198
572,2016,206071141,3066,1509
573,2016,206071142,3065,1458
574,2016,206071143,3068,397
575,2016,206071518,3121,2065
576,2016,207011147,3103,339
577,2016,207011148,3104,295
578,2016,207011149,3124,330
579,2016,207011152,3123,363
580,2016,207011154,3102,90
581,2016,207011155,3126,82
582,2016,207011519,3122,492
583,2016,207011522,3101,273
584,2016,207021156,3105,161
585,2016,207021157,3108,440
586,2016,207021159,3106,153
587,2016,207021160,3107,194
588,2016,207021425,3109,383
589,2016,207031161,3130,504
590,2016,207031163,3128,876
591,2016,207031164,3129,191
592,2016,207031165,3125,301
593,2016,207031166,3151,224
594,2016,207031167,3127,262
595,2016,208011168,3193,177
596,2016,208011169,3186,563
597,2016,208011170,3187,187
598,2016,208011171,3190,557
599,2016,208011172,3188,645
600,2016,208011173,3191,289
601,2016,208021176,3163,703
602,2016,208021177,3161,215
603,2016,208021178,3162,417
604,2016,208021179,3185,536
605,2016,208021182,3204,712
606,2016,208021426,3165,480
607,2016,208031185,3197,551
608,2016,208031186,3196,817
609,2016,208031188,3192,578
610,2016,208031190,3194,758
611,2016,208031191,3189,411
612,2016,208031191,3202,147
613,2016,208031193,3195,1136
614,2016,208041194,3144,364
615,2016,208041194,3146,313
616,2016,208041195,3145,721
617,2016,209011197,3088,593
618,2016,209011199,3081,920
619,2016,209011200,3079,293
620,2016,209011201,3084,1022
621,2016,209011202,3093,104
622,2016,209011202,3094,126
623,2016,209011204,3087,490
624,2016,209021205,3085,303
625,2016,209021428,3072,1492
626,2016,209021524,3073,1871
627,2016,209031209,3095,523
628,2016,209031210,3099,109
629,2016,209031214,3113,104
630,2016,209031215,3089,233
631,2016,209041216,3083,1016
632,2016,209041221,3082,789
633,2016,209041223,3074,676
634,2016,209041431,3076,1150
635,2016,209041436,3752,344
636,2016,209041530,3075,539
637,2016,210011226,3042,561
638,2016,210011228,3036,130
639,2016,210011533,3033,338
640,2016,210011533,3034,298
641,2016,210031236,3058,1297
642,2016,210031237,3060,434
643,2016,210031535,3046,1446
644,2016,210051242,3047,2049
645,2016,210051243,3061,576
646,2016,210051245,3049,201
647,2016,210051247,3048,1052
648,2016,210051250,3043,600
649,2016,210051544,3064,2604
650,2016,211011251,3153,1049
651,2016,211011254,3179,264
652,2016,211011254,3180,237
653,2016,211011256,3178,864
654,2016,211011260,3152,1024
655,2016,211011446,3155,1284
656,2016,211011447,3156,903
657,2016,211011449,3154,110
658,2016,211021261,3111,134
659,2016,211021261,3114,102
660,2016,211031266,3134,1468
661,2016,211031267,3135,578
662,2016,211031450,3136,1481
663,2016,211041269,3131,624
664,2016,211041270,3132,278
665,2016,211041272,3133,352
666,2016,211051277,3137,523
667,2016,211051278,3140,770
668,2016,211051280,3765,226
669,2016,211051281,3138,608
670,2016,211051283,3796,263
671,2016,211051284,3158,99
672,2016,212021293,3806,954
673,2016,212021295,3177,1310
674,2016,212021297,3803,483
675,2016,212021299,3804,262
676,2016,212021454,3802,1052
677,2016,212021456,3805,2065
678,2016,212031300,3977,3113
679,2016,212031306,3975,507
680,2016,212031562,3976,688
681,2016,212041309,3167,322
682,2016,212041310,3169,444
683,2016,212041317,3171,863
684,2016,212041318,3172,687
685,2016,212041460,3174,1429
686,2016,212041563,3175,4525
687,2016,212041565,3173,643
688,2016,212051319,3147,499
689,2016,212051319,3148,350
690,2016,212051322,3150,689
691,2016,212051324,3149,419
692,2016,212051325,3170,373
693,2016,212051326,3166,908
694,2016,212051567,3168,695
695,2016,213011328,3020,2855
696,2016,213011328,3022,237
697,2016,213011331,3037,1047
698,2016,213011332,3038,700
699,2016,213011334,3021,2229
700,2016,213011569,3023,1990
701,2016,213011570,3026,451
702,2016,213021341,3018,465
703,2016,213021343,3025,555
704,2016,213021344,3015,448
705,2016,213021346,3016,631
706,2016,213031347,3019,1073
707,2016,213031348,3011,1606
708,2016,213031349,3032,1126
709,2016,213031351,3012,1147
710,2016,213031352,3013,356
711,2016,213051361,3029,2041
712,2016,213051363,3027,129
713,2016,213051363,3028,784
714,2016,213051368,3030,2043
715,2016,214011370,3201,1266
716,2016,214011371,3199,3081
717,2016,214011372,3200,462
718,2016,214011374,3910,580
719,2016,214011375,3198,1039
720,2017,206011106,3057,186
721,2017,206011107,3052,843
722,2017,206011107,3055,305
723,2017,206011109,3044,584
724,2017,206011495,3056,1002
725,2017,206021110,3078,446
726,2017,206021112,3071,587
727,2017,206021500,3070,543
728,2017,206031115,3031,1225
729,2017,206031116,3039,569
730,2017,206031501,3041,430
731,2017,206031502,3040,631
732,2017,206041117,3053,607
733,2017,206041118,3008,1212
734,2017,206041119,3002,450
735,2017,206041504,3000,1554
736,2017,206041506,3051,912
737,2017,206041509,3006,935
738,2017,206041510,3003,531
739,2017,206051128,3206,420
740,2017,206051129,3184,270
741,2017,206051130,3207,663
742,2017,206051134,3183,655
743,2017,206051511,3205,1178
744,2017,206051514,3004,2112
745,2017,206051514,3182,2178
746,2017,206061135,3143,296
747,2017,206061136,3181,1544
748,2017,206061138,3142,421
749,2017,206061515,3141,885
750,2017,206071139,3067,434
751,2017,206071140,3054,297
752,2017,206071141,3066,1073
753,2017,206071142,3065,1402
754,2017,206071143,3068,669
755,2017,206071518,3121,1708
756,2017,207011147,3103,277
757,2017,207011148,3104,183
758,2017,207011149,3124,496
759,2017,207011152,3123,199
760,2017,207011154,3102,111
761,2017,207011155,3126,75
762,2017,207011519,3122,526
763,2017,207011522,3101,467
764,2017,207021156,3105,195
765,2017,207021157,3108,336
766,2017,207021159,3106,200
767,2017,207021160,3107,240
768,2017,207021425,3109,778
769,2017,207031161,3130,632
770,2017,207031163,3128,790
771,2017,207031164,3129,264
772,2017,207031165,3125,310
773,2017,207031166,3151,347
774,2017,207031167,3127,302
775,2017,208011168,3193,349
776,2017,208011169,3186,492
777,2017,208011170,3187,273
778,2017,208011171,3190,382
779,2017,208011172,3188,651
780,2017,208011173,3191,254
781,2017,208021176,3163,754
782,2017,208021177,3161,251
783,2017,208021178,3162,478
784,2017,208021179,3185,557
785,2017,208021182,3204,709
786,2017,208021426,3165,646
787,2017,208031185,3197,604
788,2017,208031186,3196,811
789,2017,208031188,3192,600
790,2017,208031190,3194,593
791,2017,208031191,3189,480
792,2017,208031191,3202,118
793,2017,208031193,3195,1166
794,2017,208041194,3144,210
795,2017,208041194,3146,512
796,2017,208041195,3145,736
797,2017,209011197,3088,707
798,2017,209011199,3081,1113
799,2017,209011200,3079,442
800,2017,209011201,3084,714
801,2017,209011202,3093,143
802,2017,209011202,3094,83
803,2017,209011204,3087,432
804,2017,209021205,3085,240
805,2017,209021428,3072,1468
806,2017,209021524,3073,1690
807,2017,209031209,3095,497
808,2017,209031210,3099,136
809,2017,209031214,3113,137
810,2017,209031215,3089,287
811,2017,209041216,3083,1137
812,2017,209041221,3082,549
813,2017,209041223,3074,591
814,2017,209041431,3076,1033
815,2017,209041436,3752,425
816,2017,209041530,3075,528
817,2017,210011226,3042,745
818,2017,210011228,3036,148
819,2017,210011533,3033,261
820,2017,210011533,3034,325
821,2017,210031236,3058,1127
822,2017,210031237,3060,423
823,2017,210031535,3046,1415
824,2017,210051242,3047,2087
825,2017,210051243,3061,355
826,2017,210051245,3049,269
827,2017,210051247,3048,1241
828,2017,210051250,3043,632
829,2017,210051544,3064,2333
830,2017,211011251,3153,925
831,2017,211011254,3179,213
832,2017,211011254,3180,187
833,2017,211011256,3178,648
834,2017,211011260,3152,990
835,2017,211011446,3155,1066
836,2017,211011447,3156,1056
837,2017,211011449,3154,194
838,2017,211021261,3111,168
839,2017,211021261,3114,62
840,2017,211031266,3134,1199
841,2017,211031267,3135,441
842,2017,211031450,3136,1592
843,2017,211041269,3131,752
844,2017,211041270,3132,426
845,2017,211041272,3133,416
846,2017,211051277,3137,464
847,2017,211051278,3140,804
848,2017,211051280,3765,184
849,2017,211051281,3138,678
850,2017,211051283,3796,260
851,2017,211051284,3158,124
852,2017,212021293,3806,916
853,2017,212021295,3177,1163
854,2017,212021297,3803,832
855,2017,212021299,3804,221
856,2017,212021454,3802,628
857,2017,212021456,3805,1634
858,2017,212031300,3977,3386
859,2017,212031306,3975,622
860,2017,212031562,3976,868
861,2017,212041309,3167,388
862,2017,212041310,3169,781
863,2017,212041317,3171,1069
864,2017,212041318,3172,794
865,2017,212041460,3174,1290
866,2017,212041563,3175,4791
867,2017,212041565,3173,379
868,2017,212051319,3147,666
869,2017,212051319,3148,215
870,2017,212051322,3150,806
871,2017,212051324,3149,580
872,2017,212051325,3170,525
873,2017,212051326,3166,935
874,2017,212051567,3168,975
875,2017,213011328,3020,2851
876,2017,213011328,3022,189
877,2017,213011331,3037,939
878,2017,213011332,3038,728
879,2017,213011334,3021,2679
880,2017,213011569,3023,2214
881,2017,213011570,3026,518
882,2017,213021341,3018,408
883,2017,213021343,3025,447
884,2017,213021344,3015,455
885,2017,213021346,3016,607
886,2017,213031347,3019,505
887,2017,213031348,3011,1760
888,2017,213031349,3032,1129
889,2017,213031351,3012,853
890,2017,213031352,3013,373
891,2017,213051361,3029,2269
892,2017,213051363,3027,101
893,2017,213051363,3028,761
894,2017,213051368,3030,2235
895,2017,214011370,3201,872
896,2017,214011371,3199,3501
897,2017,214011372,3200,575
898,2017,214011374,3910,590
899,2017,214011375,3198,1046
900,2018,206011106,3057,232
901,2018,206011107,3052,785
902,2018,206011107,3055,293
903,2018,206011109,3044,557
904,2018,206011495,3056,1146
905,2018,206021110,3078,395
906,2018,206021112,3071,500
907,2018,206021500,3070,513
908,2018,206031115,3031,1181
909,2018,206031116,3039,671
910,2018,206031501,3041,402
911,2018,206031502,3040,543
912,2018,206041117,3053,1061
913,2018,206041118,3008,1371
914,2018,206041119,3002,452
915,2018,206041504,3000,1506
916,2018,206041506,3051,1179
917,2018,206041509,3006,1039
918,2018,206041510,3003,591
919,2018,206051128,3206,315
920,2018,206051129,3184,352
921,2018,206051130,3207,676
922,2018,206051134,3183,698
923,2018,206051511,3205,1290
924,2018,206051514,3004,1878
925,2018,206051514,3182,2049
926,2018,206061135,3143,409
927,2018,206061136,3181,1559
928,2018,206061138,3142,272
929,2018,206061515,3141,979
930,2018,206071139,3067,381
931,2018,206071140,3054,236
932,2018,206071141,3066,1062
933,2018,206071142,3065,1402
934,2018,206071143,3068,606
935,2018,206071518,3121,2312
936,2018,207011147,3103,371
937,2018,207011148,3104,206
938,2018,207011149,3124,761
939,2018,207011152,3123,186
940,2018,207011154,3102,101
941,2018,207011155,3126,95
942,2018,207011519,3122,575
943,2018,207011522,3101,474
944,2018,207021156,3105,256
945,2018,207021157,3108,473
946,2018,207021159,3106,288
947,2018,207021160,3107,180
948,2018,207021425,3109,545
949,2018,207031161,3130,649
950,2018,207031163,3128,781
951,2018,207031164,3129,201
952,2018,207031165,3125,304
953,2018,207031166,3151,356
954,2018,207031167,3127,284
955,2018,208011168,3193,267
956,2018,208011169,3186,541
957,2018,208011170,3187,196
958,2018,208011171,3190,649
959,2018,208011172,3188,661
960,2018,208011173,3191,493
961,2018,208021176,3163,755
962,2018,208021177,3161,227
963,2018,208021178,3162,489
964,2018,208021179,3185,486
965,2018,208021182,3204,742
966,2018,208021426,3165,436
967,2018,208031185,3197,515
968,2018,208031186,3196,679
969,2018,208031188,3192,627
970,2018,208031190,3194,518
971,2018,208031191,3189,552
972,2018,208031191,3202,118
973,2018,208031193,3195,1241
974,2018,208041194,3144,257
975,2018,208041194,3146,327
976,2018,208041195,3145,720
977,2018,209011197,3088,512
978,2018,209011199,3081,1077
979,2018,209011200,3079,353
980,2018,209011201,3084,625
981,2018,209011202,3093,119
